,goal combination,count,pick count
633,"['7 Compasses', '7 Hearts (no duping)']",1,1
634,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics']",1,1
635,"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)']",1,1
636,"['7 Hearts (no duping)', 'Map & Compass in Shadow Temple']",1,1
637,"['7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
638,"['7 Hearts (no duping)', 'Golden Gauntlets']",1,1
639,"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
640,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', '7 Hearts (no duping)']",1,1
641,"['7 Compasses', '7 Hearts (no duping)', 'Golden Gauntlets']",1,1
642,"['7 Compasses', 'Golden Gauntlets', 'Map & Compass in Shadow Temple']",1,1
643,"['7 Compasses', '7 Hearts (no duping)', 'Map & Compass in Shadow Temple']",1,1
644,"['7 Compasses', '7 Hearts (no duping)', 'All 4 Market area Skulltulas']",1,1
645,"['7 Compasses', 'All 4 Market area Skulltulas', 'Map & Compass in Shadow Temple']",1,1
646,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
647,"['7 Hearts (no duping)', 'Golden Gauntlets', 'Map & Compass in Shadow Temple']",1,1
648,"['7 Hearts (no duping)', 'All 4 Market area Skulltulas', 'Golden Gauntlets']",1,1
649,"['All 4 Market area Skulltulas', 'Golden Gauntlets', 'Map & Compass in Shadow Temple']",1,1
650,"['7 Hearts (no duping)', 'All 4 Market area Skulltulas', 'Map & Compass in Shadow Temple']",1,1
651,"['3 Shields & 3 Tunics', '7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
652,"['7 Hearts (no duping)', 'All 4 Market area Skulltulas', 'Golden Gauntlets', 'Map & Compass in Shadow Temple']",1,1
653,"['7 Compasses', '7 Hearts (no duping)', 'Golden Gauntlets', 'Map & Compass in Shadow Temple']",1,1
654,"['7 Compasses', 'All 4 Market area Skulltulas', 'Golden Gauntlets', 'Map & Compass in Shadow Temple']",1,1
655,"['7 Compasses', '7 Hearts (no duping)', 'All 4 Market area Skulltulas', 'Map & Compass in Shadow Temple']",1,1
656,"['7 Compasses', '7 Hearts (no duping)', 'All 4 Market area Skulltulas', 'Golden Gauntlets']",1,1
657,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', '7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
658,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'All 4 Child Skulltulas in Zoras Domain Area', 'Exactly 30 Deku Sticks']",1,1
659,"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area', 'Exactly 30 Deku Sticks']",1,1
660,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', '7 Hearts (no duping)', 'Exactly 30 Deku Sticks']",1,1
661,"['3 Shields & 3 Tunics', '7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area', 'Exactly 30 Deku Sticks']",1,1
662,"['7 Compasses', '7 Hearts (no duping)', 'All 4 Market area Skulltulas', 'Golden Gauntlets', 'Map & Compass in Shadow Temple']",1,1
663,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', '7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area', 'Exactly 30 Deku Sticks']",1,1
664,"['7 Maps', 'Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key', 'Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
665,"['7 Maps', 'Fire Temple Boss Key', 'Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
666,"['7 Maps', 'Clear 4 Silver Rupee Rooms', 'Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
667,"['7 Maps', 'Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key', 'Open 5 Gold Rupee Chests']",1,1
668,"['Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key', 'Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
669,"['Clear 4 Silver Rupee Rooms', 'Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
670,"['7 Maps', 'Fire Temple Boss Key', 'Open 5 Gold Rupee Chests']",1,1
671,"['7 Maps', 'Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
672,"['7 Maps', 'Clear 4 Silver Rupee Rooms', 'Open 5 Gold Rupee Chests']",1,1
673,"['Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key', 'Open 5 Gold Rupee Chests']",1,1
674,"['Fire Temple Boss Key', 'Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
675,"['6 Different Unused Keys in Gerudo Training Grounds', '7 Songs']",1,1
676,"['30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds']",1,1
677,"['2 Boss Keys', '6 Different Unused Keys in Gerudo Training Grounds']",1,1
678,"['6 Different Unused Keys in Gerudo Training Grounds', '7 Maps']",1,1
679,"['Fire Temple Boss Key', 'Open 5 Gold Rupee Chests']",1,1
680,"['Green Gauntlets', 'Open 5 Gold Rupee Chests']",1,1
681,"['Clear 4 Silver Rupee Rooms', 'Open 5 Gold Rupee Chests']",1,1
682,"['7 Maps', 'Open 5 Gold Rupee Chests']",1,1
683,"['Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key']",1,1
684,"['Clear 4 Silver Rupee Rooms', 'Green Gauntlets']",1,1
685,"['Fire Temple Boss Key', 'Green Gauntlets']",1,1
686,"['7 Maps', 'Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key']",1,1
687,"['7 Maps', 'Clear 4 Silver Rupee Rooms', 'Green Gauntlets']",1,1
688,"['30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds', '7 Maps']",1,1
689,"['2 Boss Keys', '6 Different Unused Keys in Gerudo Training Grounds', '7 Maps']",1,1
690,"['7 Maps', 'Fire Temple Boss Key', 'Green Gauntlets']",1,1
691,"['2 Boss Keys', '30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds']",1,1
692,"['30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds', '7 Songs']",1,1
693,"['2 Boss Keys', '6 Different Unused Keys in Gerudo Training Grounds', '7 Songs']",1,1
694,"['6 Different Unused Keys in Gerudo Training Grounds', '7 Maps', '7 Songs']",1,1
695,"['Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key', 'Green Gauntlets']",1,1
696,"['2 Boss Keys', '30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds', '7 Maps']",1,1
697,"['7 Maps', 'Clear 4 Silver Rupee Rooms', 'Fire Temple Boss Key', 'Green Gauntlets']",1,1
698,"['30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds', '7 Maps', '7 Songs']",1,1
699,"['2 Boss Keys', '6 Different Unused Keys in Gerudo Training Grounds', '7 Maps', '7 Songs']",1,1
700,"['2 Boss Keys', '30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds', '7 Songs']",1,1
701,"['2 Boss Keys', '30 Different Skulltulas', '6 Different Unused Keys in Gerudo Training Grounds', '7 Maps', '7 Songs']",1,1
702,"['7 Compasses', 'Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple', 'Minuet of Forest', 'Sarias Song']",1,1
703,"['Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple', 'Minuet of Forest', 'Sarias Song']",1,1
704,"['7 Compasses', 'Map & Compass in Shadow Temple', 'Minuet of Forest', 'Sarias Song']",1,1
705,"['7 Compasses', 'Defeat 4 Different Iron Knuckles', 'Minuet of Forest', 'Sarias Song']",1,1
706,"['7 Compasses', 'Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple', 'Minuet of Forest']",1,1
707,"['7 Different Bottled Contents', 'Green Gauntlets', 'Light Arrows', 'Open 3 Boss Key Doors']",1,1
708,"['15 Different Skulltulas', '7 Different Bottled Contents', 'Green Gauntlets', 'Light Arrows']",1,1
709,"['15 Different Skulltulas', '7 Different Bottled Contents', 'Light Arrows', 'Open 3 Boss Key Doors']",1,1
710,"['15 Different Skulltulas', '7 Different Bottled Contents', 'Open 3 Boss Key Doors']",1,1
711,"['15 Different Skulltulas', '7 Different Bottled Contents', 'Green Gauntlets']",1,1
712,"['7 Different Bottled Contents', 'Green Gauntlets', 'Open 3 Boss Key Doors']",1,1
713,"['7 Compasses', 'Map & Compass in Shadow Temple', 'Sarias Song']",1,1
714,"['7 Compasses', 'Defeat 4 Different Iron Knuckles', 'Sarias Song']",1,1
715,"['7 Compasses', 'Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple']",1,1
716,"['15 Different Skulltulas', 'Green Gauntlets', 'Open 3 Boss Key Doors']",1,1
717,"['Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple', 'Sarias Song']",1,1
718,"['Defeat 4 Different Iron Knuckles', 'Minuet of Forest', 'Sarias Song']",1,1
719,"['Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple', 'Minuet of Forest']",1,1
720,"['7 Compasses', 'Minuet of Forest', 'Sarias Song']",1,1
721,"['7 Compasses', 'Map & Compass in Shadow Temple', 'Minuet of Forest']",1,1
722,"['7 Compasses', 'Defeat 4 Different Iron Knuckles', 'Minuet of Forest']",1,1
723,"['Map & Compass in Shadow Temple', 'Minuet of Forest', 'Sarias Song']",1,1
724,"['15 Different Skulltulas', 'Green Gauntlets', 'Light Arrows']",1,1
725,"['Green Gauntlets', 'Light Arrows', 'Open 3 Boss Key Doors']",1,1
726,"['15 Different Skulltulas', '7 Different Bottled Contents', 'Light Arrows']",1,1
727,"['7 Different Bottled Contents', 'Light Arrows', 'Open 3 Boss Key Doors']",1,1
728,"['15 Different Skulltulas', 'Green Gauntlets', 'Light Arrows', 'Open 3 Boss Key Doors']",1,1
729,"['15 Different Skulltulas', '7 Different Bottled Contents', 'Green Gauntlets', 'Open 3 Boss Key Doors']",1,1
730,"['7 Compasses', 'Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple', 'Sarias Song']",1,1
731,"['15 Different Skulltulas', '7 Different Bottled Contents', 'Green Gauntlets', 'Light Arrows', 'Open 3 Boss Key Doors']",1,1
732,"['3 Swords & 3 Tunics', 'Beat the Spirit Temple', 'Obtain all 8 Small Keys in Fire Temple']",1,1
733,"['Beat the Spirit Temple', 'Minuet of Forest', 'Obtain all 8 Small Keys in Fire Temple']",1,1
734,"['3 Swords & 3 Tunics', 'Minuet of Forest', 'Obtain all 8 Small Keys in Fire Temple']",1,1
735,"['3 Swords & 3 Tunics', '7 Maps', 'Obtain all 8 Small Keys in Fire Temple']",1,1
736,"['7 Maps', 'Minuet of Forest', 'Obtain all 8 Small Keys in Fire Temple']",1,1
737,"['3 Swords & 3 Tunics', '7 Maps', 'Minuet of Forest']",1,1
738,"['3 Swords & 3 Tunics', '7 Maps', 'Beat the Spirit Temple']",1,1
739,"['3 Swords & 3 Tunics', 'Obtain all 8 Small Keys in Fire Temple']",1,1
740,"['2 Boss Keys', 'Goron Bracelet']",1,1
741,"['2 Boss Keys', '3 Skulltulas in Water Temple']",1,1
742,"['7 Compasses', 'Goron Bracelet']",1,1
743,"['3 Skulltulas in Water Temple', '7 Compasses']",1,1
744,"['3 Swords & 3 Tunics', 'Goron Bracelet']",1,1
745,"['2 Boss Keys', '3 Swords & 3 Tunics']",1,1
746,"['3 Skulltulas in Water Temple', '3 Swords & 3 Tunics']",1,1
747,"['3 Swords & 3 Tunics', 'Minuet of Forest']",1,1
748,"['3 Swords & 3 Tunics', '7 Maps']",1,1
749,"['2 Boss Keys', '3 Skulltulas in Water Temple', '3 Swords & 3 Tunics']",1,1
750,"['2 Boss Keys', '3 Swords & 3 Tunics', '7 Compasses']",1,1
751,"['3 Skulltulas in Water Temple', '3 Swords & 3 Tunics', '7 Compasses']",1,1
752,"['3 Swords & 3 Tunics', '7 Compasses', 'Goron Bracelet']",1,1
753,"['3 Skulltulas in Water Temple', '3 Swords & 3 Tunics', 'Goron Bracelet']",1,1
754,"['2 Boss Keys', '3 Swords & 3 Tunics', 'Goron Bracelet']",1,1
755,"['2 Boss Keys', '3 Skulltulas in Water Temple', 'Goron Bracelet']",1,1
756,"['2 Boss Keys', '7 Compasses', 'Goron Bracelet']",1,1
757,"['3 Skulltulas in Water Temple', '7 Compasses', 'Goron Bracelet']",1,1
758,"['2 Boss Keys', '3 Skulltulas in Water Temple', '7 Compasses']",1,1
759,"['3 Swords & 3 Tunics', 'Beat the Spirit Temple', 'Minuet of Forest']",1,1
760,"['2 Boss Keys', '3 Skulltulas in Water Temple', '7 Compasses', 'Goron Bracelet']",1,1
761,"['2 Boss Keys', '3 Skulltulas in Water Temple', '3 Swords & 3 Tunics', 'Goron Bracelet']",1,1
762,"['2 Boss Keys', '3 Swords & 3 Tunics', '7 Compasses', 'Goron Bracelet']",1,1
763,"['3 Skulltulas in Water Temple', '3 Swords & 3 Tunics', '7 Compasses', 'Goron Bracelet']",1,1
764,"['2 Boss Keys', '3 Skulltulas in Water Temple', '3 Swords & 3 Tunics', '7 Compasses']",1,1
765,"['3 Swords & 3 Tunics', 'Beat the Spirit Temple', 'Minuet of Forest', 'Obtain all 8 Small Keys in Fire Temple']",1,1
766,"['3 Swords & 3 Tunics', '7 Maps', 'Beat the Spirit Temple', 'Obtain all 8 Small Keys in Fire Temple']",1,1
767,"['7 Maps', 'Beat the Spirit Temple', 'Minuet of Forest', 'Obtain all 8 Small Keys in Fire Temple']",1,1
768,"['3 Swords & 3 Tunics', '7 Maps', 'Minuet of Forest', 'Obtain all 8 Small Keys in Fire Temple']",1,1
769,"['3 Swords & 3 Tunics', '7 Maps', 'Beat the Spirit Temple', 'Minuet of Forest']",1,1
770,"['2 Boss Keys', '3 Skulltulas in Water Temple', '3 Swords & 3 Tunics', '7 Compasses', 'Goron Bracelet']",1,1
771,"['Map & Compass in Shadow Temple', 'Minuet of Forest']",1,1
772,"['Map & Compass in Shadow Temple', 'Sarias Song']",1,1
773,"['15 Different Skulltulas', 'Green Gauntlets']",1,1
774,"['Green Gauntlets', 'Open 3 Boss Key Doors']",1,1
775,"['7 Compasses', 'Sarias Song']",1,1
776,"['7 Compasses', 'Defeat 4 Different Iron Knuckles']",1,1
777,"['Defeat 4 Different Iron Knuckles', 'Sarias Song']",1,1
778,"['Defeat 4 Different Iron Knuckles', 'Map & Compass in Shadow Temple']",1,1
779,"['15 Different Skulltulas', '7 Different Bottled Contents']",1,1
780,"['3 Swords & 3 Tunics', '7 Maps', 'Beat the Spirit Temple', 'Minuet of Forest', 'Obtain all 8 Small Keys in Fire Temple']",1,1
781,"['All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
782,"['5 Hearts', 'All 5 Skulltulas in Forest Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
783,"['5 Hearts', 'All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple']",1,1
784,"['All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple']",1,1
785,"['All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
786,"['5 Hearts', 'All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple']",1,1
787,"['5 Hearts', 'Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
788,"['5 Hearts', 'All 5 Skulltulas in Fire Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
789,"['All 5 Skulltulas in Fire Temple', 'Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
790,"['5 Hearts', 'All 5 Skulltulas in Fire Temple', 'Map & Compass in Spirit Temple']",1,1
791,"['All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple']",1,1
792,"['All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple']",1,1
793,"['5 Hearts', 'All 5 Skulltulas in Fire Temple']",1,1
794,"['All 5 Skulltulas in Fire Temple', 'Map & Compass in Spirit Temple']",1,1
795,"['All 5 Skulltulas in Fire Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
796,"['Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
797,"['5 Hearts', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
798,"['5 Hearts', 'All 5 Skulltulas in Fire Temple', 'Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
799,"['5 Hearts', 'All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
800,"['5 Hearts', 'All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
801,"['All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
802,"['5 Hearts', 'All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple']",1,1
803,"['5 Hearts', 'All 5 Skulltulas in Fire Temple', 'All 5 Skulltulas in Forest Temple', 'Map & Compass in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
804,"['5 Zora area HPs', 'Defeat Twinrova', 'Milk', 'Quiver (40)']",1,1
805,"['5 Zora area HPs', 'Dins Fire', 'Milk', 'Quiver (40)']",1,1
806,"['5 Zora area HPs', 'Defeat Twinrova', 'Dins Fire', 'Quiver (40)']",1,1
807,"['Defeat Twinrova', 'Dins Fire', 'Milk', 'Quiver (40)']",1,1
808,"['5 Zora area HPs', 'Defeat Twinrova', 'Dins Fire', 'Milk']",1,1
809,"['7 Compasses', 'Beat the Forest Temple', 'Both HPs in Lost Woods', 'Map & Compass in Shadow Temple', 'Open 2 Boss Key Doors']",1,1
810,"['5 Zora area HPs', 'Milk']",1,1
811,"['Milk', 'Quiver (40)']",1,1
812,"['5 Zora area HPs', 'Defeat Twinrova']",1,1
813,"['Dins Fire', 'Milk']",1,1
814,"['Defeat Twinrova', 'Dins Fire']",1,1
815,"['5 Zora area HPs', '6 Compasses']",1,1
816,"['5 Zora area HPs', 'Defeat Dark Link']",1,1
817,"['6 Compasses', 'Defeat Dark Link']",1,1
818,"['6 Compasses', 'All 3 Elemental Arrows', 'Defeat Dark Link']",1,1
819,"['5 Zora area HPs', '6 Compasses', 'Exactly 30 Deku Sticks']",1,1
820,"['6 Compasses', 'Defeat Dark Link', 'Exactly 30 Deku Sticks']",1,1
821,"['5 Zora area HPs', 'Defeat Twinrova', 'Quiver (40)']",1,1
822,"['Defeat Twinrova', 'Milk', 'Quiver (40)']",1,1
823,"['5 Zora area HPs', 'Defeat Twinrova', 'Milk']",1,1
824,"['5 Zora area HPs', 'Milk', 'Quiver (40)']",1,1
825,"['5 Zora area HPs', 'Dins Fire', 'Milk']",1,1
826,"['Dins Fire', 'Milk', 'Quiver (40)']",1,1
827,"['5 Zora area HPs', 'Defeat Twinrova', 'Dins Fire']",1,1
828,"['Defeat Twinrova', 'Dins Fire', 'Milk']",1,1
829,"['Defeat Twinrova', 'Dins Fire', 'Quiver (40)']",1,1
830,"['5 Zora area HPs', 'Defeat Dark Link', 'Exactly 30 Deku Sticks']",1,1
831,"['5 Zora area HPs', '6 Compasses', 'Defeat Dark Link']",1,1
832,"['5 Zora area HPs', '6 Compasses', 'All 3 Elemental Arrows']",1,1
833,"['5 Zora area HPs', 'All 3 Elemental Arrows', 'Defeat Dark Link']",1,1
834,"['6 Compasses', 'All 3 Elemental Arrows', 'Defeat Dark Link', 'Exactly 30 Deku Sticks']",1,1
835,"['5 Zora area HPs', 'Defeat Twinrova', 'Dins Fire', 'Milk', 'Quiver (40)']",1,1
836,"['5 Zora area HPs', '6 Compasses', 'Defeat Dark Link', 'Exactly 30 Deku Sticks']",1,1
837,"['5 Zora area HPs', '6 Compasses', 'All 3 Elemental Arrows', 'Exactly 30 Deku Sticks']",1,1
838,"['5 Zora area HPs', '6 Compasses', 'All 3 Elemental Arrows', 'Defeat Dark Link']",1,1
839,"['5 Zora area HPs', 'All 3 Elemental Arrows', 'Defeat Dark Link', 'Exactly 30 Deku Sticks']",1,1
840,"['5 Zora area HPs', '6 Compasses', 'All 3 Elemental Arrows', 'Defeat Dark Link', 'Exactly 30 Deku Sticks']",1,1
841,"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', '5 Zora area HPs', 'All 5 Skulltulas in Spirit Temple', 'Golden Gauntlets']",1,1
842,"['2 Skulltulas in Lon Lon Ranch', '5 Zora area HPs', 'All 5 Skulltulas in Spirit Temple', 'Golden Gauntlets']",1,1
843,"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', 'All 5 Skulltulas in Spirit Temple', 'Golden Gauntlets']",1,1
844,"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', '5 Zora area HPs', 'Golden Gauntlets']",1,1
845,"['7 Maps', 'Defeat Dark Link', 'Defeat Twinrova', 'Double Defense', 'Quiver (40)']",1,1
846,"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', 'Golden Gauntlets']",1,1
847,"['2 Skulltulas in Lon Lon Ranch', 'All 5 Skulltulas in Spirit Temple', 'Golden Gauntlets']",1,1
848,"['2 Skulltulas in Lon Lon Ranch', '5 Zora area HPs', 'Golden Gauntlets']",1,1
849,"['6 Hearts', 'Map & Compass in Dodongos Cavern']",1,1
850,"['6 Hearts', 'All 5 Lake Hylia Skulltulas']",1,1
851,"['All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple']",1,1
852,"['2 Skulltulas in Lon Lon Ranch', 'Golden Gauntlets']",1,1
853,"['10 Songs', '6 Hearts']",1,1
854,"['5 Zora area HPs', 'All 5 Skulltulas in Spirit Temple', 'Golden Gauntlets']",1,1
855,"['All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
856,"['6 Hearts', 'All 5 Lake Hylia Skulltulas', 'Map & Compass in Dodongos Cavern']",1,1
857,"['6 Hearts', 'All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple']",1,1
858,"['6 Hearts', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
859,"['10 Songs', '6 Hearts', 'Map & Compass in Dodongos Cavern']",1,1
860,"['10 Songs', '6 Hearts', 'Beat the Fire Temple']",1,1
861,"['10 Songs', '6 Hearts', 'All 5 Lake Hylia Skulltulas']",1,1
862,"['10 Songs', 'All 5 Lake Hylia Skulltulas', 'Map & Compass in Dodongos Cavern']",1,1
863,"['10 Songs', 'All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple']",1,1
864,"['1 Skulltula from each Adult Dungeon', 'All 5 Skulltulas in Spirit Temple', 'Golden Gauntlets']",1,1
865,"['10 Songs', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
866,"['6 Hearts', 'All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
867,"['10 Songs', '6 Hearts', 'All 5 Lake Hylia Skulltulas', 'Map & Compass in Dodongos Cavern']",1,1
868,"['10 Songs', '6 Hearts', 'All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple']",1,1
869,"['10 Songs', '6 Hearts', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
870,"['10 Songs', 'All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
871,"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'All 5 Skulltulas in Spirit Temple', 'Golden Gauntlets']",1,1
872,"['10 Songs', '6 Hearts', 'All 5 Lake Hylia Skulltulas', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
873,"['30 Different Skulltulas', '4 Songs', '7 Maps', 'Defeat Volvagia', 'Map & Compass in Dodongos Cavern']",1,1
874,"['30 Different Skulltulas', '4 Songs', 'Defeat Volvagia', 'Map & Compass in Dodongos Cavern']",1,1
875,"['30 Different Skulltulas', '4 Songs', '7 Maps', 'Map & Compass in Dodongos Cavern']",1,1
876,"['4 Songs', '7 Maps', 'Defeat Volvagia', 'Map & Compass in Dodongos Cavern']",1,1
877,"['Defeat Dark Link', 'Defeat Twinrova', 'Double Defense']",1,1
878,"['Defeat Dark Link', 'Double Defense', 'Quiver (40)']",1,1
879,"['7 Maps', 'Defeat Dark Link', 'Defeat Twinrova']",1,1
880,"['7 Maps', 'Defeat Dark Link', 'Double Defense']",1,1
881,"['7 Maps', 'Defeat Dark Link', 'Quiver (40)']",1,1
882,"['30 Different Skulltulas', '4 Songs', 'Defeat Volvagia']",1,1
883,"['30 Different Skulltulas', '4 Songs', '7 Maps']",1,1
884,"['4 Songs', '7 Maps', 'Defeat Volvagia']",1,1
885,"['30 Different Skulltulas', '4 Songs', 'Map & Compass in Dodongos Cavern']",1,1
886,"['4 Songs', '7 Maps']",1,1
887,"['7 Maps', 'Defeat Dark Link']",1,1
888,"['4 Songs', 'Defeat Volvagia']",1,1
889,"['Defeat Dark Link', 'Double Defense']",1,1
890,"['4 Songs', '7 Maps', 'Map & Compass in Dodongos Cavern']",1,1
891,"['4 Songs', 'Defeat Volvagia', 'Map & Compass in Dodongos Cavern']",1,1
892,"['4 Songs', 'Map & Compass in Dodongos Cavern']",1,1
893,"['Defeat Dark Link', 'Defeat Twinrova', 'Double Defense', 'Quiver (40)']",1,1
894,"['7 Maps', 'Defeat Dark Link', 'Defeat Twinrova', 'Quiver (40)']",1,1
895,"['7 Maps', 'Defeat Dark Link', 'Double Defense', 'Quiver (40)']",1,1
896,"['7 Maps', 'Defeat Dark Link', 'Defeat Twinrova', 'Double Defense']",1,1
897,"['30 Different Skulltulas', '4 Songs', '7 Maps', 'Defeat Volvagia']",1,1
898,"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Beat Dodongos Cavern', 'Bottled Fairy']",1,1
899,"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Beat Dodongos Cavern', 'Defeat Meg (purple Poe)']",1,1
900,"['5 Zora area HPs', 'Beat Dodongos Cavern', 'Bottled Fairy', 'Defeat Meg (purple Poe)']",1,1
901,"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Bottled Fairy', 'Defeat Meg (purple Poe)']",1,1
902,"['2 Skulltulas in Lon Lon Ranch', 'All 3 Elemental Arrows', 'All 3 Kokiri Forest area Skulltulas', 'All 4 Market area Skulltulas']",1,1
903,"['2 Skulltulas in Lon Lon Ranch', '5 Zora area HPs', 'All 3 Kokiri Forest area Skulltulas', 'All 4 Market area Skulltulas']",1,1
904,"['2 Skulltulas in Lon Lon Ranch', '5 Zora area HPs', 'All 3 Elemental Arrows', 'All 3 Kokiri Forest area Skulltulas']",1,1
905,"['5 Zora area HPs', 'All 3 Elemental Arrows', 'All 3 Kokiri Forest area Skulltulas', 'All 4 Market area Skulltulas']",1,1
906,"['1 Skulltula from each Adult Dungeon', '5 Zora area HPs', 'Bottled Fairy']",1,1
907,"['2 Skulltulas in Lon Lon Ranch', '5 Zora area HPs', 'All 3 Elemental Arrows', 'All 4 Market area Skulltulas']",1,1
